20200826001080012204410055443819	,                    	,2020-08-26 09:47:22 ,                    ,2020-08-26 09:47:23 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,150.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200826307497073411 	,                    	,2020-08-26 02:28:21 ,                    ,2020-08-26 02:28:21 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.25-收益发放 ,0.06    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020082522001447410593432904	,210_202008252193306801103663	,2020-08-25 22:37:19 ,2020-08-25 22:37:20 ,2020-08-25 22:37:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-孙师傅-08月25日行程   ,18.12   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082522001447410575442384	,20082511373000696345	,2020-08-25 11:37:30 ,2020-08-25 11:37:31 ,2020-08-25 11:37:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海公共交通卡股份有限公司   ,上海公交-966路-2020-08-25 09:37:25,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082522001447410580946769	,MW01598321007183003932	,2020-08-25 10:03:28 ,2020-08-25 10:03:29 ,2020-08-25 10:03:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-ELEVEn(国通店)   ,7-11上海国通店           ,2.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082522001447410580294704	,230064846944        	,2020-08-25 09:58:16 ,2020-08-25 09:58:16 ,2020-08-25 09:58:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.70    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200825305568900411 	,                    	,2020-08-25 02:40:25 ,                    ,2020-08-25 02:40:25 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.24-收益发放 ,0.05    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020082422001447410575986992	,210_202008242192218101700486	,2020-08-24 21:29:43 ,2020-08-24 21:29:44 ,2020-08-24 21:29:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-董师傅            ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082422001447410564724810	,229933626944        	,2020-08-24 15:58:26 ,2020-08-24 15:58:26 ,2020-08-24 15:58:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,7.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082422001447410559678313	,20082412544700696335	,2020-08-24 12:54:47 ,2020-08-24 12:54:48 ,2020-08-24 12:54:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海公共交通卡股份有限公司   ,上海公交-537路-2020-08-24 10:54:43,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082422001447410573695932	,20082412024800704519	,2020-08-24 12:02:48 ,2020-08-24 12:02:49 ,2020-08-24 12:02:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海公共交通卡股份有限公司   ,上海公交-842路-2020-08-24 10:02:36,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200824200040011100410077278772	,                    	,2020-08-24 10:52:31 ,2020-08-24 10:52:34 ,2020-08-24 10:53:52 ,支付宝网站     ,即时到账交易          ,龚慧珏             ,转账到银行卡-转账           ,100.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200824396173062411 	,                    	,2020-08-24 02:42:16 ,                    ,2020-08-24 02:42:16 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.23-收益发放 ,0.03    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200823009130125000410023164245	,20200823200040011100020090519863	,2020-08-23 23:23:52 ,2020-08-23 23:23:52 ,2020-08-23 23:23:52 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,100.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200823200040011100020090519863	,                    	,2020-08-23 23:23:43 ,2020-08-23 23:23:51 ,2020-08-23 23:23:51 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,100.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2020082322001447410555553921	,20082370081159552807	,2020-08-23 18:47:46 ,2020-08-23 18:47:47 ,2020-08-23 18:47:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,Hotties火辣炸鸡(国和1000广场店)外卖订单,50.18   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082322001447410556130627	,20082370080952194707	,2020-08-23 15:10:00 ,2020-08-23 15:10:00 ,2020-08-23 15:10:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,汉月茗藏(市光店)外卖订单       ,30.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082322001447410554459771	,20082370080619914907	,2020-08-23 10:59:44 ,2020-08-23 10:59:45 ,2020-08-23 10:59:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,吴妈妈黄焖鸡米饭外卖订单        ,48.28   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200823390506747411 	,                    	,2020-08-23 02:27:14 ,                    ,2020-08-23 02:27:14 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.22-收益发放 ,0.03    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020082022001147411444128814_1189461953462833850	,T200P1189461953462833850	,2020-08-22 12:30:40 ,                    ,2020-08-22 12:30:40 ,淘宝        ,支付宝担保交易         ,shenlibing1991  ,退款-娇韵诗 双萃焕活修护精华露50ml 包邮 一件9折 二件8.8折,549.00  ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200822191482784105 	,202008221100300702470618004375	,2020-08-22 11:23:43 ,2020-08-22 11:23:43 ,2020-08-22 11:23:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,国泰财产保险有限责任公司    ,保险承保-银行卡安全险-国泰产险|19092156404793810247|期数|202008|续期交易付款,1.66    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200822200040011100410075986246	,                    	,2020-08-22 11:14:31 ,2020-08-22 11:14:34 ,2020-08-22 11:14:34 ,支付宝网站     ,即时到账交易          ,装富有(庄宜成)        ,转账                  ,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2020082222001447411446575937	,20082270079746397807	,2020-08-22 11:14:16 ,2020-08-22 11:14:16 ,2020-08-22 11:14:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,塔可贝尔TACO BELL(五角场店)外卖订单,59.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200822388546485411 	,                    	,2020-08-22 02:38:29 ,                    ,2020-08-22 02:38:29 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.21-收益发放 ,0.04    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020082122001447411445157911	,229474657844        	,2020-08-21 15:08:36 ,2020-08-21 15:08:37 ,2020-08-21 15:08:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,13.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082122001447411445579597	,74f3087fdc34405cb67fbe7564b59523	,2020-08-21 10:21:06 ,2020-08-21 10:21:07 ,2020-08-21 10:21:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,19.77   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200821009130125000410020763055	,20200821200040011100100087398322	,2020-08-21 09:56:03 ,2020-08-21 09:56:03 ,2020-08-21 09:56:03 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,1000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200821200040011100100087398322	,                    	,2020-08-21 09:55:52 ,2020-08-21 09:56:03 ,2020-08-21 09:56:03 ,支付宝网站     ,即时到账交易          ,徐玉凤             ,转账                  ,1000.00 ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2020082122001147411444690629	,T200P1191401793888833850	,2020-08-21 09:07:12 ,2020-08-21 09:07:18 ,2020-08-24 11:51:08 ,淘宝        ,支付宝担保交易         ,天猫超市            ,百雀羚小雀幸美白面膜20片补水保湿收缩毛孔紧致提亮肤色小确幸,84.55   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200821378880431411 	,                    	,2020-08-21 02:37:41 ,                    ,2020-08-21 02:37:41 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.20-收益发放 ,0.04    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020082022001447411444531793	,210_202008202188401201668924	,2020-08-20 22:09:23 ,2020-08-20 22:09:24 ,2020-08-20 22:09:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-吴师傅            ,16.72   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082022001447411444543350	,9f88ec882ae7466393db3b12f73c19c1	,2020-08-20 09:42:27 ,2020-08-20 09:42:28 ,2020-08-20 09:42:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,22.74   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020082022001147411444128814	,T200P1189461953462833850	,2020-08-20 08:11:30 ,2020-08-20 08:11:36 ,2020-08-22 12:30:40 ,淘宝        ,支付宝担保交易         ,shenlibing1991  ,娇韵诗 双萃焕活修护精华露50ml 包邮 一件9折 二件8.8折,549.00  ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20200820376629329411 	,                    	,2020-08-20 02:38:17 ,                    ,2020-08-20 02:38:17 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.19-收益发放 ,0.06    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020082022001447411443516269	,210_202008202187560301605337	,2020-08-20 00:14:30 ,2020-08-20 00:14:31 ,2020-08-20 00:14:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-潘师傅            ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200819001080012204410053664922	,                    	,2020-08-19 09:47:03 ,                    ,2020-08-19 09:47:04 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,150.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200819001080012204410053642611	,                    	,2020-08-19 09:34:10 ,                    ,2020-08-19 09:34:11 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘沪深300ETF联接C-买入,150.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200819367131408411 	,                    	,2020-08-19 02:26:52 ,                    ,2020-08-19 02:26:52 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.18-收益发放 ,0.08    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020081822001147411442973710	,T200P1187348417352833850	,2020-08-18 22:55:02 ,2020-08-18 22:55:09 ,2020-08-21 09:06:17 ,淘宝        ,支付宝担保交易         ,阿里健康大药房         ,明开欣盐酸布替萘芬乳膏15g原迈可抒 去脚气足癣体癣股癣脱皮脚臭 等多件,87.39   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081822001447411442527236	,b811610fdb4044669574ebec427064cc	,2020-08-18 22:34:27 ,2020-08-18 22:34:27 ,2020-08-18 22:34:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,17.72   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081822001447411442762963	,P18M6666031200818521400833850	,2020-08-18 12:46:54 ,2020-08-18 12:46:55 ,2020-08-18 12:46:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海盒马            ,现拌凉皮[散称]-顺鋆         ,33.36   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081822001447411442318495	,P18M6666031200818226340833850	,2020-08-18 12:38:48 ,2020-08-18 12:38:49 ,2020-08-18 12:38:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海盒马            ,重庆酸辣粉-渝味重庆小面        ,15.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081822001447411442516145	,228843400644        	,2020-08-18 09:47:00 ,2020-08-18 09:47:00 ,2020-08-18 09:47:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,10.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
